EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight
,"0,33 l",,,"Napoje > Soki, nektary i syropy > Owocowo-warzywne","Warzywa na start!
Trudno o szybszą dawkę energii niż szklanka wielowarzywnego soku. Połączenie pomidorów, marchwi i papryki to nie tylko wyśmienity smak, ale również niezbędna porcja zdrowia i energii na każdy dzień.",,https://www.carrefour.pl/images/product/350x350/dawtona-sok-wielowarzywny-330-ml-fn8paj.jpg,"sok pomidorowy odtworzony z zagęszczonego soku pomidorowego (73%), przecier z papryki (20%), przecier z marchwi (6%), przyprawy (zawierają <span style='font-weight: bold;'>seler</span>), regulator kwasowości - kwas cytrynowy, aromaty
",,1.59,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce do 48 godzin.,Dawtona Sok wielowarzywny 330 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowowarzywne/dawtona-sok-wielowarzywny-330-ml,
,1 szt.,,,"Napoje > Kawy, herbaty, kakao > Herbaty","Green Tea Lemon - wykwintny i wyśmienity specjał herbaciany
Rozkoszuj się wyjątkowym smakiem i orzeźwiającą mocą Teekanne Green Tea Lemon. Wywodząca się z Chin herbata zielona znana jest od tysięcy lat jako źródło dobrego samopoczucia. Ten przyjemny specjał herbaciany łączy ze sobą wykwintny smak wyselekcjonowanych listków zielonej herbaty z aromatem świeżej cytryny.",,https://www.carrefour.pl/images/product/350x350/teekanne-green-tea-lemon-aromatyzowana-herbata-zielona-35-g-20-torebek-d7sp7l.jpg,"herbata zielona, aromat cytrynowy (8%), skórka cytryny (1%)
",,5.69,Carrefour,"Przechowywać w chłodnym, suchym miejscu.","Teekanne Green Tea Lemon Aromatyzowana herbata zielona 35 g (20 x 1,75 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/teekanne-green-tea-lemon-aromatyzowana-herbata-zielona-35-g-20-x-175-g,
,"0,3 l",,,"Napoje > Soki, nektary i syropy > Soki świeże",Soki powstałe z rodzinnej pasji do naturalnego smaku owoców i warzyw. Tłoczenie zapewnia bogactwo naturalnych składników z owoców i warzyw. Pasteryzacja gwarantuje bezpieczeństwo konsumenta  i wydłuża termin spożycia.,,https://www.carrefour.pl/images/product/350x350/naturalny-sok-100-sok-z-marchwi-i-jablek-300-ml-lp2jc5.jpg,"sok z marchwi 50%, sok z jabłek 50%, witamina C.
<br><br>Oznakowanie alergenów: wielkimi literami",,3.69,Carrefour,Przechowywać w temperaturze od 0°C do +20°C.,Naturalny Sok 100% - Sok z marchwi i  jabłek 300 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/soki-swieze/naturalny-sok-100-sok-z-marchwi-i-jablek-300-ml,
,1 l,,,"Napoje > Soki, nektary i syropy > Multiwitamina i wielosmakowe","Odkryj tajemnice smaku Cappy
Multiwitamina... eksploduje owocowo, przeplatając słodką soczystość pomarańczy i winogron aksamitnym muśnięciem brzoskwini, i zaskakującą rześkością jabłka z akcentem dojrzałej cytryny...
Rozsmakuj się...",,https://www.carrefour.pl/images/product/350x350/cappy-napoj-multiwitamina-1-l-brdtc5.jpg,"woda, soki owocowe z zagęszczonych soków owocowych: pomarańczowy (40%), jabłkowy (5%), cytrynowy (2,7%), winogronowy (1,8%), przecier brzoskwiniowy z zagęszczonego przecieru brzoskwiniowego (0,8%), cukier, witaminy: niacyna (B3), witamina E, kwas pantotenowy (B5), witamina A, witamina B6, aromaty, Zawartość owoców minimum 50%
",,5.59,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych.<br>Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 dni.,Cappy Napój multiwitamina 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/multiwitamina-i-wielosmakowe/cappy-napoj-multiwitamina-1-l,
,"0,9 l",,,Napoje > Napoje gazowane i niegazowane > Energetyki,"Długie wieczory, epickie imprezy, beztroskie przygody albo codzienne wyjścia ze znajomymi. Energetycznie orzeźwiający napój Tiger pozwoli robić to wszystko na 100%. Tiger to gazowany napój energetyzujący, który dzięki wysokiej zawartości tauryny i kofeiny nie pozwoli aby zabrakło energii na przeżywanie niezapomnianych momentów.",,https://www.carrefour.pl/images/product/350x350/tiger-energy-drink-gazowany-napoj-energetyzujacy-900-ml-8n5pe3.jpg,"woda, cukier (D) i/lub syrop glukozowo-fruktozowy (G), regulatory kwasowości: kwas cytrynowy i cytryniany sodu, dwutlenek węgla, tauryna (0,4%), aromat, kofeina (0,03%), inozytol, barwniki: E 101 i E 150d, witaminy: niacyna, kwas pantotenowy, B6 i B12, substancje konserwujące: benzoesan sodu, sorbinian potasu, D, G - w zależności od użytego składnika: patrz nadruk w górnej części opakowania
",,5.39,Carrefour,"Przechowywać w suchym, chłodnym i zacienionym miejscu. Nie zamrażać. Po otwarciu przechowywać w lodówce nie dłużej niż 48 godz.",Tiger Energy Drink Gazowany napój energetyzujący 900 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/energetyki/tiger-energy-drink-gazowany-napoj-energetyzujacy-900-ml,
,2 l,,,"Napoje > Soki, nektary i syropy > Multiwitamina i wielosmakowe","Koktajl południowych owoców oraz kompleks witamin, to propozycja Costy na dobry początek każdego dnia.",,https://www.carrefour.pl/images/product/350x350/costa-napoj-multiwitamina-2-l-e73quu.jpg,"woda, soki z soków zagęszczonych i przeciery (15%) w zmiennych proporcjach z owoców: pomarańczy, ananasów, brzoskwiń, jabłek, mango, bananów, marakui, liczi, gujawy, opuncji, kiwi, limonek, papai, sok marchwiowy (5%) z soku zagęszczonego, cukier, regulator kwasowości - kwas cytrynowy, witaminy: witamina C, β-karoten (witamina A), witamina E, niacyna, kwas pantotenowy, witamina B6, witamina B1, witamina B12, kwas foliowy, biotyna, substancje słodzące: cyklaminiany, sukraloza, acesulfam K, aromat, barwnik - karoteny
",,4.59,Carrefour,Przechowywać w suchym i chłodnym miejscu. <br>Po otwarciu przechowywać w lodówce i spożyć w ciągu 2 dni.,Costa Napój multiwitamina 2 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/multiwitamina-i-wielosmakowe/costa-napoj-multiwitamina-2-l,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje roślinne",,,https://www.carrefour.pl/images/product/350x350/ecomil-barista-professional-napoj-migdalowy-bio-1-l-uvg9k5.jpg,"baza <span style='font-weight: bold;'>migdałowa</span>* 94,1% (woda, <span style='font-weight: bold;'>migdały</span>* 2,5%), cukier trzcinowy*, skrobia z tapioki*, olej słonecznikowy*, białko z grochu*, stabliizator: guma gellan, naturalny aromat waniliowy*, (*składniki pochodzące z kontrolowanych upraw ekologicznych)
<br><br>Alergeny: <span style='font-weight: bold;'>Może zawierać: inne orzechy.</span>
",,11.99,Carrefour,Po otwarciu przechowywać w lodówce i spożyć w ciągu 5 dni.,EcoMil Barista Professional Napój migdałowy Bio 1 l,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-roslinne/ecomil-barista-professional-napoj-migdalowy-bio-1-l,
,"0,045 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Look bag
torebki przyjazne środowisku
Zobacz kolorowe kompozycje suszonych owoców, ziół, płatków kwiatów i dodatków wewnątrz przezroczystej saszetki Look Bag. Na Twoich oczach susz rozwija się, odkrywając przed Tobą jakość i pełnię swojego smaku.

U nas każda herbata ma swój charakter!
Moc naparu ****
Intensywność aromatu ****
Kwaskowość ****
Energia *****

Żurawina uzupełniona o delikatną słodycz granatu to naturalne połączenie niepowtarzalnego smaku i aktywnych właściwości. Ta ciekawa kompozycja zawdzięcza swoje działanie pełnym naturalnego bogactwa owocom żurawiny, granatu i guarany oraz liściom Yerba Mate.",,https://www.carrefour.pl/images/product/350x350/bigactive-express-yourself-zurawina-granat-yerba-mate-i-guarana-herbatka-45-g-20-torebek-bfq05a.jpg,"kwiat hibiskusa, owoc dzikiej róży, owoc aronii, owoc żurawiny (9%), owoc maliny, liść truskawki, granat (5,5%), aromaty, guarana (3%), yerba mate (2%), płatki kwiatu róży, płatki kwiatu krokosza barwierskiego
",,6.19,Carrefour,Przechowywać w suchym miejscu w temp. pokojowej.,Big-Active Express Yourself żurawina granat yerba mate i guarana Herbatka 45 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/bigactive-express-yourself-zurawina-granat-yerba-mate-i-guarana-herbatka-45-g-20-torebek,
,"0,3 l",,,"Napoje > Soki, nektary i syropy > Soki świeże","Smak soku zależy od odmiany owoców. Produkt zawiera naturalnie występujące cukry. Mętność i osad soku są zjawiskiem naturalnym. Sok tłoczony jest ze świeżych, ekologicznych owoców i wrzyw, nie z koncentratu, jest nieklarowany i utrwalony za pomocą pasteryzacji.",,https://www.carrefour.pl/images/product/350x350/100-bio-sok-z-selera-i-jablek-300-ml-udf6a4.jpg,"sok Bio wyciśnięty z selera 50%, sok Bio wyciśnięty z jabłek 50%.
<br><br>Oznakowanie alergenów: wielkimi literami",,4.99,Carrefour,"Przechowywać w zacienionym miejscu, w temperaturze od +2°C do +25°C. Po otwarciu spożyć w ciągu 2 dni.",100% BIO - Sok z selera i jabłek 300 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/soki-swieze/100-bio-sok-z-selera-i-jablek-300-ml,
,"1,5 l",,,Napoje > Wody > Gazowane,"Kubuś Waterrr, to napój na bazie krystalicznie czystej wody, który ugasi nawet największe pragnienie, a przy tym doskonale smakuje, dzięki zawartości soku jabłkowego. Duża butelka o pojemności 1,5 l to najlepsza opcja dla całej rodziny.",,https://www.carrefour.pl/images/product/350x350/kubus-waterrr-napoj-o-smaku-jablka-15-l-fvfop2.jpg,"woda, cukier trzcinowy, sok jabłkowy z zagęszczonego soku jabłkowego (0,1%), sok cytrynowy z zagęszczonego soku cytrynowego, aromat
",,3.99,Carrefour,Przechowywać w zaciemnionym miejscu. Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,"Kubuś Waterrr Napój o smaku jabłka 1,5 l",https://www.carrefour.pl:443/napoje/wody/gazowane/kubus-waterrr-napoj-o-smaku-jablka-15-l,
,"0,045 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Temptation - przyjemnie słodka mieszanka herbatek owocowych z jabłkiem i aromatem karmelu
Smak pokusy! Dzięki połączeniu jabłka z aromatem karmelu ta niezwykle subtelna mieszanka herbatek owocowych rozpieszcza wszystkie zmysły. Już sam zapach jest obietnicą nadchodzącej uczty smaków. Ulegnij pokusie i ciesz się wspaniałą herbatką „Temptation"".",,https://www.carrefour.pl/images/product/350x350/teekanne-temptation-mieszanka-herbatek-owocowych-45-g-20-x-225-g-9m3o0j.jpg,"hibiskus, jabłko (27%), cynamon, owoc dzikiej róży, aromat karmelowy, aromat jabłkowy, lukrecja, liście stewii
",,5.69,Carrefour,"Przechowywać w chłodnym, suchym miejscu.","Teekanne Temptation Mieszanka herbatek owocowych 45 g (20 x 2,25 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/teekanne-temptation-mieszanka-herbatek-owocowych-45-g-20-x-225-g,
,"0,25 l",,,Napoje > Napoje gazowane i niegazowane > Energetyki,"Red Bull doda Ci skrzydeł
W połowie lat 80. ubiegłego wieku Dietrich Mateschitz, zainspirowany napojami funkcjonalnymi z Dalekiego Wschodu, założył firmę Red Bull. Stworzył on nowy produkt i unikalny koncept marketingowy, a Red Bull Energy Drink zadebiutował na rynku w Austrii 1 kwietnia 1987 roku. Tym samym powstała zupełnie nowa kategoria produktów - napoje energetyczne. 

Kiedy pić
Red Bull Energy Drink jest ceniony na całym świecie przez wybitnych sportowców, studentów i ludzi najbardziej wymagających profesji, doceniają go także kierowcy w długich trasach.

Co znajduje się w puszce
Kofeina: Kofeina była znana już przez starożytne cywilizacje. Pozyskiwano ją ze źródeł naturalnych, takich jak herbata, kawa, kakao czy orzechy koli i doceniano jej pobudzające działanie.
Tauryna: Tauryna jest aminokwasem występującym naturalnie w ludzkim organizmie i obecnym w codziennej diecie. Bierze udział w wielu procesach biologicznych.
Witaminy z grupy B: Witaminy są podstawowymi mikroskładnikami pokarmowymi, niezbędnymi do zachowania prawidłowych funkcji organizmu.
Aspartam i acesulfam K: Aspartam i acesulfam K należą do najczęściej testowanych i najczęściej używanych substytutów cukru na świecie.
Alpejska woda źródlana: Głównym składnikiem Red Bulla jest oczywiście woda.

- Specjalna formuła Red Bull Sugarfree łączy w sobie wysokiej jakości składniki: kofeinę, taurynę, witaminy z grupy B, aspartam i acesulfam K, alpejską wodę źródlaną.
- Jedna 250 ml puszka Red Bull Sugarfree zawiera 80 mg kofeiny, czyli mniej więcej tyle samo, ile zawiera filiżanka kawy parzonej w domu.
- Puszki Red Bull są wykonane z aluminium nadającego się w 100% do recyklingu.
- Zgrzewka zawiera 24 puszki Red Bull Sugarfree 250 ml.
- Ożywia ciało i umysł.",,https://www.carrefour.pl/images/product/350x350/red-bull-napoj-energetyczny-bez-cukru-250-ml-5pmm52.jpg,"woda, kwas (kwas cytrynowy), dwutlenek węgla, tauryna (0,4%), regulator kwasowości (węglany sodu, węglan magnezu), substancja słodząca (acesulfam K, aspartam), kofeina (0,03%), witaminy (niacyna, kwas pantotenowy, B6, B12), aromaty, substancja zagęszczająca (guma ksantanowa), barwniki (karmel, ryboflawina)
",,4.99,Carrefour,,Red Bull Napój energetyczny bez cukru 250 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/energetyki/red-bull-napoj-energetyczny-bez-cukru-250-ml,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Zioła Mnicha polecane na odchudzanie to starannie dobrane składniki, które wspomagają metabolizm i spalanie tłuszczów, ułatwiając tym samym utrzymanie prawidłowej masy ciała.

Herbata czerwona Pu-Erh (Camelia sinensis) - ta popularna i ceniona od lat herbata zawdzięcza swoje właściwości związkom powstałym w trakcie długotrwałego dojrzewania. Zachodzące w tym czasie procesy wpływają na jej charakterystyczny smak i wartości, które docenią zwłaszcza osoby dbające o sylwetkę.

Yerba mate (Ilex paraguariensis) - korzystnie wpływa na metabolizm tłuszczów oraz ułatwia spalanie nagromadzonej w organizmie tkanki tłuszczowej, dzięki czemu wspomaga utrzymanie prawidłowej masy ciała. 

L-karnityna - znany składnik aktywny, szczególnie często wykorzystywany przez osoby prowadzące aktywny tryb życia.",,https://www.carrefour.pl/images/product/350x350/bigactive-ziola-mnicha-na-odchudzanie-herbatka-ziolowa-40-g-20-x-2-g-9u115s.jpg,"herbata czerwona Pu-Erh (23%), yerba mate (18%), owoc dzikiej róży, ziele mniszka lekarskiego, liść pokrzywy, ziele skrzypu, koszyczek rumianku, winian L-karnityny (3%)
",,5.59,Carrefour,Przechowywać w suchym miejscu w temp. pokojowej.,Big-Active Zioła Mnicha Na odchudzanie Herbatka ziołowa 40 g (20 x 2 g),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/bigactive-ziola-mnicha-na-odchudzanie-herbatka-ziolowa-40-g-20-x-2-g,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Zioła Mnicha polecane na cholesterol to starannie dobrane składniki roślinne, których właściwości w naturalny sposób wspomagają utrzymanie prawidłowego poziomu cholesterolu we krwi i prawidłową pracę serca.

Liść karczocha (Cynarae folium) - wpływa korzystnie na prawidłowe funkcjonowanie wątroby. Wspomaga utrzymanie prawidłowego poziomu cholesterolu we krwi oraz wspiera prawidłową pracę serca i układu krążenia.

Owoc głogu (Crataegi fructus) - wspomaga prawidłowe funkcjonowanie serca oraz wpływa korzystnie na krążenie krwi w narządach i ich prawidłowe zaopatrzenie w tlen.",,https://www.carrefour.pl/images/product/350x350/bigactive-ziola-mnicha-na-cholesterol-suplement-diety-herbatka-ziolowa-40-g-20-torebek-emm5ml.jpg,"herbata zielona (32%), liść mięty pieprzowej, owoc głogu (12%), liść karczocha (10%), kwiat hibiskusa, owoc dzikiej róży, olejek miętowy
",,5.59,Carrefour,"Przechowywać w suchym miejscu w temp. pokojowej, w sposób niedostępny dla małych dzieci.",Big-Active Zioła Mnicha Na cholesterol Suplement diety Herbatka ziołowa 40 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/bigactive-ziola-mnicha-na-cholesterol-suplement-diety-herbatka-ziolowa-40-g-20-torebek,
,"0,5 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","- 100% Arabica
- Kawa zbierana zarówno na plantacjach, jak i z krzewów dziko rosnących. Dzięki temu uzyskano unikalny i bogaty smak.
- Kawa długo prażona, na styl włoski.
- Niska kwasowość.

Stopień prażenia - Medium Dark",,https://www.carrefour.pl/images/product/350x350/woseba-espresso-kawa-palona-ziarnista-500-g-o1600c.jpg,,,25.99,Carrefour,"Po otwarciu przechowywać w suchym i chłodnym miejscu, w szczelnie zamkniętym opakowaniu.",Woseba Espresso Kawa palona ziarnista 500 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/woseba-espresso-kawa-palona-ziarnista-500-g,
,"0,25 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Kawa Mocca Fix Gold to mieszanka ziaren pochodzących z Afryki, Azji i Ameryki Południowej. Jej niepowtarzalny aromat i smak to wynik specjalnego procesu prażenia.",,https://www.carrefour.pl/images/product/350x350/woseba-mocca-fix-gold-kawa-palona-mielona-250-g-ga2cjp.jpg,,,8.59,Carrefour,"Po otwarciu przechowywać w suchym i chłodnym miejscu, w szczelnie zamkniętym opakowaniu.",Woseba Mocca Fix Gold Kawa palona mielona 250 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/woseba-mocca-fix-gold-kawa-palona-mielona-250-g,
,"1,4 l",,,Napoje > Napoje gazowane i niegazowane > Owocowe,,,https://www.carrefour.pl/images/product/350x350/orangina-red-orange-napoj-gazowany-o-smaku-czerwonej-pomaranczy-14-l-egvir5.jpg,"woda, sok pomarańczowy z zagęszczonego soku pomarańczowego i innych owoców cytrusowych 12% (czerwonej pomarańczy 6%, pomarańczy, cytryny, mandarynki, grejpfruta), cukier, miąższ owoców cytrusowych 2% (miąższ z pomarańczy, miąższ z mandarynki, miąższ z grejpfruta), dwutlenek węgla, ekstrakt skórki pomarańczy, barwniki: antocyjany, kwas karminowy, naturalne aromaty owoców cytrusowych z innymi naturalnymi aromatami
",,3.69,Carrefour,Chronić przed działaniem promieni słonecznych i przemarzaniem.,"Orangina Napój gazowany smak czerwonej pomarańczy 1,4 l",https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/owocowe/orangina-napoj-gazowany-smak-czerwonej-pomaranczy-14-l,
,"0,33 l",,,Napoje > Wody > Niegazowane,"Krystalicznie czysta o zrównoważonej zawartości minerałów Naturalna Woda Mineralna niegazowana, dedykowana dla dzieci, w poręcznej butelce z zamknięciem typu korek-niekapek.",,https://www.carrefour.pl/images/product/350x350/jurajska-junior-naturalna-woda-mineralna-niegazowana-330-ml-4oa9bu.jpg,,,1.69,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych. Zaleca się spożyć do 24 godzin po otwarciu.,Jurajska Junior Naturalna woda mineralna niegazowana 330 ml,https://www.carrefour.pl:443/napoje/wody/niegazowane/jurajska-junior-naturalna-woda-mineralna-niegazowana-330-ml,
